Matrix
"[[0.20872455113584443, 0.36549994588345025], [0.6203291278875039, 0.710797210797909]]"
"[[0.20422957920915719, 0.9141237203331538], [0.808531593301084, 0.1670325930832044]]"
"[[0.22201667934304314, 0.5464116474637313], [0.4926618520991074, 0.6706358726945573]]"
"[[0.9082700745372364, 0.7125786265445002], [0.5463499539097343, 0.9820440660646536]]"
"[[0.13204866323628328, 0.0948663308480564], [0.3219841987562152, 0.9049400117198431]]"
"[[0.5386863577164752, 0.5542032252164026], [0.6333089568179949, 0.6763842399980255]]"
"[[0.4148393068043136, 0.6986756080911033], [0.32745028391609343, 0.5461182349740796]]"
"[[0.7784297769116323, 0.6817577363841049], [0.5789036332054921, 0.9655199047285382]]"
"[[0.459512789699415, 0.23097444882869556], [0.7145220842608035, 0.8150362284487853]]"
"[[0.5560147390233554, 0.44634411997804824], [0.17896736629334187, 0.5110357888539686]]"
"[[0.16879385091527632, 0.7154521973052078], [0.03310571399246376, 0.9058814663343582]]"
"[[0.13654054004792326, 0.45124571598146224], [0.5561304038661847, 0.6865462615780489]]"
"[[0.7043711227212236, 0.9551758473281043], [0.927115989116233, 0.6720938877515129]]"
"[[0.046923375752422114, 0.5628610936329145], [0.2350012863707569, 0.40706849878605655]]"
"[[0.6656916079816194, 0.47377931392647143], [0.3918534430137396, 0.22128274272524107]]"
"[[0.6500646541096344, 0.892082562232634], [0.15110011663978262, 0.30118968476315566]]"
"[[0.22876703748802196, 0.3428840683404375], [0.8940708296303885, 0.6820645168419416]]"
"[[0.32498002078078103, 0.33101066814906666], [0.11407214558765455, 0.7809007440485721]]"
"[[0.08768935335265327, 0.98180775082237], [0.713521557672645, 0.5913709895097816]]"
"[[0.12271244036886697, 0.6146330268694791], [0.5179751758011187, 0.09523335432381075]]"
"[[0.5269080263803303, 0.7618918492610375], [0.9597396584781478, 0.005436328907621468]]"
"[[0.4546745942041108, 0.11469888420957375], [0.9049493926207497, 0.8840688077008245]]"
"[[0.3120338618250741, 0.1417174448378694], [0.6848893202866785, 0.840802759866577]]"
"[[0.19428087903021807, 0.9582812679505317], [0.46436376845900096, 0.026829146589351205]]"
"[[0.32572284334886525, 0.19217726576967697], [0.2759497177496074, 0.4169730910608106]]"
"[[0.2662846426333785, 0.061497457968729075], [0.7889646904232586, 0.7096060585812495]]"
"[[0.5895273593427556, 0.9947655908038174], [0.57948293033115, 0.32317581775679705]]"
"[[0.7636102108410336, 0.8948922990223342], [0.22588427214997708, 0.17487058153038726]]"
"[[0.2892015340978369, 0.07374007432226304], [0.19338369300821934, 0.16552672569661586]]"
"[[0.39270708725581194, 0.5577369969572818], [0.13147698475701808, 0.8513032570609524]]"
"[[0.22098175848629997, 0.36618925265471247], [0.2542725866827876, 0.9461987565767039]]"
"[[0.3481808770026392, 0.7410733321385717], [0.16200132611150797, 0.6211947732293638]]"
"[[0.16976758428286964, 0.679895964657128], [0.048191183958316564, 0.5899591210147922]]"
"[[0.3288999699782007, 0.7656748763910346], [0.3747870057518202, 0.7903130196316381]]"
"[[0.842215710927654, 0.5520690924709792], [0.5213682242383553, 0.09425520500153939]]"
"[[0.8076256131744399, 0.9141269886169878], [0.8833296812467009, 0.7905117663092414]]"
"[[0.28419149412818767, 0.7037588871056969], [0.19928785703270413, 0.13698921817637766]]"
"[[0.4114020532513307, 0.7284892170741764], [0.4080054425251357, 0.12952966898759888]]"
"[[0.07551153195364346, 0.03109600162054993], [0.3634946711254472, 0.4649983265476423]]"
"[[0.854242482479054, 0.12025126072822367], [0.1774525168762986, 0.961922555962905]]"
"[[0.021168994275080566, 0.6310075915359787], [0.8237993878778729, 0.007738409253319589]]"
"[[0.6191212901235741, 0.04858857824396168], [0.07842400639046077, 0.032785041493107014]]"
"[[0.5752770343176783, 0.18970769476619087], [0.17059221522764267, 0.12529380114058342]]"
"[[0.022534674847284553, 0.40785245522321356], [0.8025788296319655, 0.34548218899989525]]"
"[[0.07026016730213869, 0.37361742584749214], [0.41244502100477554, 0.5395522217875218]]"
"[[0.9255398412786314, 0.3162136322191149], [0.5662248354983549, 0.7954151156550453]]"
"[[0.5472038774791199, 0.13224548023323668], [0.6418684730699973, 0.0657565093835113]]"
"[[0.3917951268917449, 0.5162236320454249], [0.22229829848210758, 0.9277066985731637]]"
"[[0.0077912528583302665, 0.6421680074283742], [0.976159668071523, 0.007202817378919368]]"
"[[0.20011718498826492, 0.9352721175364882], [0.7684206329425866, 0.15721250065344194]]"
"[[0.7075199593363958, 0.3435373569955008], [0.35906430317418625, 0.7552179030593911]]"
"[[0.9155272304096856, 0.6359933920010846], [0.5639937270736791, 0.37182190597570164]]"
"[[0.2774326111032056, 0.24590823309932708], [0.5493812978937106, 0.7749525781983101]]"
"[[0.3180597660587404, 0.1009938260594545], [0.37790702710171786, 0.46594041333211456]]"
"[[0.2704131523080696, 0.9055255630977326], [0.7332734150973357, 0.9702420572956195]]"
"[[0.8711778763599051, 0.8443010031948748], [0.020112183512966064, 0.4420634249033184]]"
"[[0.739784116086304, 0.5109259854929987], [0.6946886932670296, 0.2836914589239212]]"
"[[0.18975916432947293, 0.4977055767188364], [0.3643087552367694, 0.6402543608324822]]"
"[[0.20287426285768972, 0.28371288834682706], [0.6924040209045119, 0.3015886734345804]]"
"[[0.9879916830228546, 0.8121567115878678], [0.6491419495498926, 0.47759055135873973]]"
"[[0.5480350658198775, 0.5389084372440316], [0.7665608067892478, 0.020191923001311674]]"
"[[0.600712823094228, 0.656342100194227], [0.45376215804879094, 0.9835624520833737]]"
"[[0.0951073932695986, 0.3522576715283807], [0.7356462278845979, 0.2500415113929414]]"
"[[0.46396457987538864, 0.8691242635140857], [0.12504690480016778, 0.9404613933627457]]"
"[[0.9594812882043917, 0.1461787308595235], [0.43023300043411306, 0.6885733699510518]]"
"[[0.007133264593331745, 0.7745674978139477], [0.9672405501781389, 0.505610628877168]]"
"[[0.017991011278961855, 0.4289926569892757], [0.9370568517939196, 0.6145944960990156]]"
"[[0.206059817944938, 0.49059292556798295], [0.11419949526459905, 0.21753648309336693]]"
"[[0.5319716456903407, 0.719650286617051], [0.37136913626262535, 0.18742878365483306]]"
"[[0.786088434603042, 0.7262489820946716], [0.5339843034428525, 0.8012564257725602]]"
"[[0.5605263940351166, 0.7502761908687315], [0.40572476667179047, 0.7671206519380519]]"
"[[0.7477601508999148, 0.3820415030311376], [0.8854389857449473, 0.35307596229377813]]"
"[[0.004446857461983478, 0.2803295351327434], [0.491369100658716, 0.48999111759228753]]"
"[[0.14780257959118326, 4.5099607625220806e-05], [0.525492648180367, 0.04273881315887318]]"
"[[0.034760524086030364, 0.18811934527082086], [0.8971303353633214, 0.29038951466468754]]"
"[[0.6142712075653014, 0.7864764692578396], [0.22632787473439808, 0.16014472921680745]]"
"[[0.6953688730271291, 0.9262279395066902], [0.8253979107134806, 0.8055323610703999]]"
"[[0.5531088139634867, 0.3798303620933673], [0.42603074390177753, 0.7235540335231551]]"
"[[0.09836372930666348, 0.061213154884353194], [0.7604687164713247, 0.9306973642150396]]"
"[[0.2320857796632646, 0.5195249011363896], [0.5742390156992043, 0.5943608125864639]]"
"[[0.787551717251589, 0.3441011012755799], [0.12890220102730066, 0.6161841038610598]]"
"[[0.9979168342007869, 0.7880674057191538], [0.8509157558755468, 0.06723106768941156]]"
"[[0.5585869756914164, 0.5206110485167947], [0.13535405556377123, 0.13918884034794932]]"
"[[0.6962180548897707, 0.6135731111313096], [0.9783460472028448, 0.9842895598425783]]"
"[[0.8918787076935729, 0.4917240295360068], [0.6002352158432465, 0.9738269509176872]]"
"[[0.813986342793368, 0.47202997640917355], [0.1197164103768571, 0.4820511217093141]]"
"[[0.7941069627272342, 0.29232815879562857], [0.3812428359403299, 0.013065375917427291]]"
"[[0.27480264010595656, 0.6491625905952286], [0.7191606670250676, 0.7854318131983553]]"
"[[0.4215118118390867, 0.4243636033265298], [0.6869291147243057, 0.2506336178042342]]"
"[[0.45158262420611295, 0.16559138376819282], [0.5670283334948419, 0.2529537150971548]]"
"[[0.8107047659699111, 0.8026998685661199], [0.09138744493202455, 0.24218176018428328]]"
"[[0.7898435067391508, 0.17777747743333638], [0.12684130398236204, 0.6709702076196925]]"
"[[0.5015927845524564, 0.6596320256515764], [0.11347521156993678, 0.6255506926856685]]"
"[[0.9823040885436785, 0.8980206460751581], [0.10305153526062727, 0.956997849779661]]"
"[[0.6356149358368153, 0.9610235564285912], [0.027331282267756496, 0.4838873726588516]]"
"[[0.47047172509581603, 0.7454183522756421], [0.21148564136221137, 0.6435348263143309]]"
"[[0.39147377246632686, 0.9316396894733027], [0.8292840351020134, 0.0005383186090659464]]"
"[[0.8583589210519708, 0.27619781115788367], [0.05753534121790127, 0.32551437259174365]]"
"[[0.26410963503412965, 0.5646305270594096], [0.4073180110108451, 0.6727193730969592]]"
"[[0.5271668495420669, 0.09538271282454802], [0.821593523945234, 0.7010114688236304]]"
"[[0.387916058185128, 0.40024611099276186], [0.8137850575567634, 0.5133083871935775]]"
"[[0.5223371044957285, 0.006474367473604858], [0.8392769304122554, 0.7032689885577526]]"
"[[0.06962407790900593, 0.12377784518264356], [0.618020587938481, 0.6208859908674015]]"
"[[0.623681372974665, 0.3863960210801922], [0.6387690098758484, 0.9139946666118459]]"
"[[0.32397772805158287, 0.8754061958060768], [0.9265932443574536, 0.5111970248092381]]"
"[[0.3054354561929342, 0.03523430532379823], [0.7467050338501202, 0.46950410640557017]]"
"[[0.6786713853308737, 0.10202852855469235], [0.7705054223319041, 0.8848598078274975]]"
"[[0.5590500129246156, 0.6258525068042942], [0.46308128302146023, 0.4133619055767519]]"
"[[0.5287278008065416, 0.8894929561384967], [0.0314869572571288, 0.5475837652367148]]"
"[[0.5017238283722266, 0.02403618621319281], [0.45821874718362277, 0.5892327423553275]]"
"[[0.15829046522241685, 0.04446232256935878], [0.38176887151338823, 0.5522333310347861]]"
"[[0.3780784263895065, 0.5270079680998191], [0.4800148165654986, 0.5628802690379174]]"
"[[0.250329704078346, 0.6510973024612917], [0.40923999209252393, 0.6904413068266099]]"
"[[0.33076367058086176, 0.12016711562666083], [0.9799394208394424, 0.489174490732901]]"
"[[0.5033847982046926, 0.4041418124708407], [0.22209676375466625, 0.3553839392661239]]"
"[[0.5066070362367442, 0.4242606314944132], [0.5993921771592333, 0.44027667203670007]]"
"[[0.4117947813633397, 0.3391259580570809], [0.012047359969204363, 0.9957405719228005]]"
"[[0.4205390034206573, 0.9673039335470022], [0.5590161442986362, 0.7437630697163742]]"
"[[0.974454904239614, 0.21453285318784932], [0.5696836765263135, 0.09879524788206451]]"
"[[0.3747391422328219, 0.05090319873267146], [0.4957968458902685, 0.42739180773453966]]"
"[[0.8309077331222353, 0.6155919682693878], [0.4859666857392616, 0.16866543450317384]]"
"[[0.5202555781853997, 0.1950790699992353], [0.7086960248538826, 0.9733333733858172]]"
"[[0.32002889505691257, 0.7535980764369085], [0.7257077140944254, 0.8511270788874146]]"
"[[0.6255279804274261, 0.8924330685334816], [0.23737682416652017, 0.32603202135192866]]"
"[[0.6805832432090885, 0.23890657105500313], [0.5229595158979516, 0.16636602434555015]]"
"[[0.28636583726346954, 0.7390850333998716], [0.5852733180573986, 0.11242613647589228]]"
"[[0.2743880585906485, 0.7090526064705751], [0.15780115568930086, 0.27569575095867505]]"
"[[0.14777595496818385, 0.8826222318681702], [0.03999685284105026, 0.7609267927942915]]"
"[[0.7855446319573612, 0.9927095017455803], [0.5904935992461957, 0.950048743207393]]"
"[[0.18921672987449312, 0.5310151958403829], [0.11097762424945201, 0.8087559678944479]]"
"[[0.24725094384559732, 0.09861556233110347], [0.449438701355132, 0.665277975854819]]"
"[[0.33857432117568775, 0.776221529206001], [0.08972175243008396, 0.4172775037258498]]"
"[[0.7979981342639121, 0.7512378113589401], [0.7087382728606866, 0.32860304517773264]]"
"[[0.7939532181510722, 0.7853217224366856], [0.10808943049504105, 0.7149437326721935]]"
"[[0.7488223241553184, 0.25872593800899457], [0.024491087464910577, 0.16568883565116288]]"
"[[0.4485154971878017, 0.38052966541305067], [0.4006058092681194, 0.3411532121527785]]"
"[[0.5878799548238138, 0.9509577057189456], [0.47162887467972314, 0.24519612851439498]]"
"[[0.5812724261527495, 0.37360758665210325], [0.5772843745153382, 0.26092434790465435]]"
"[[0.3123871817527526, 0.2001968326809156], [0.5025876445199492, 0.4755032532248682]]"
"[[0.11684815434586926, 0.15138539584878297], [0.504678938347638, 0.33016957105218725]]"
"[[0.6077361650332543, 0.7585940063532997], [0.4661126156298683, 0.10370806926916432]]"
"[[0.7851772011245679, 0.7751939382174793], [0.22345073697294926, 0.5983539336180705]]"
"[[0.12439375704445688, 0.21039077410808638], [0.9441706579338012, 0.48103552342014455]]"
"[[0.4190802002904238, 0.7979552147485576], [0.4419091313745158, 0.9266254596114439]]"
"[[0.6988278826688356, 0.15412045649283912], [0.4459834173409827, 0.3698025308299253]]"
"[[0.3654612648597948, 0.2957561112578645], [0.8434287599429418, 0.9042154175630718]]"
"[[0.33926018228954036, 0.8597054748616391], [0.8935566229455191, 0.4258295438708032]]"
"[[0.4680758991066578, 0.17675191055172024], [0.4495813028561514, 0.2755113141489265]]"
"[[0.1570855170607387, 0.4092416579404501], [0.655964895255793, 0.9381424021360188]]"
"[[0.22616203118160894, 0.23260029598295384], [0.9212369255476022, 0.012612710905728464]]"
"[[0.17772737977925035, 0.49369390149952697], [0.6542683903371261, 0.6123323908927933]]"
"[[0.30727723188294653, 0.8568955298360201], [0.24139310010255066, 0.18167444536088473]]"
"[[0.29009377527772506, 0.9417801816062604], [0.32929907204016007, 0.19267801155520903]]"
"[[0.19146904603021664, 0.05509078503764697], [0.15509804439968877, 0.5001150957872225]]"
"[[0.3245945058968366, 0.8574767588347046], [0.9372879169887595, 0.6558026936143799]]"
"[[0.9425264596137188, 0.7356281360385467], [0.616202685124449, 0.815695333622159]]"
"[[0.8057663309089795, 0.030853742356838354], [0.4289102981731817, 0.9176076802575444]]"
"[[0.9818950325053113, 0.2533477600962759], [0.9560523949334098, 0.1629609891474315]]"
"[[0.46918464043528796, 0.9668742048460044], [0.632242044589907, 0.7075740041719595]]"
"[[0.2938767371888089, 0.5551481564798855], [0.3197409829503416, 0.5368993242164575]]"
"[[0.24992816175945998, 0.7240324043534472], [0.26411712568375045, 0.7781334776926029]]"
"[[0.36817852521910543, 0.03832855251014167], [0.46410455162194597, 0.2810664406853708]]"
"[[0.31644511636339745, 0.9069355971376138], [0.5506412907965574, 0.14177063471409967]]"
"[[0.24729434594688693, 0.46975162242173174], [0.9835886927462252, 0.9278850478997965]]"
"[[0.10138642488575733, 0.6212795187932981], [0.6260756105215423, 0.44713825319818945]]"
"[[0.9247814469937303, 0.2259938408921659], [0.6119078349656599, 0.9616618142382614]]"
"[[0.6526908675044442, 0.9416210780213617], [0.6669860545499642, 0.17717941003384785]]"
"[[0.6767000151790362, 0.8866694170840688], [0.4417846801256231, 0.015439958506495266]]"
"[[0.013134498844002196, 0.30655712313940653], [0.3190623657448902, 0.5628076874558219]]"
"[[0.69013118686792, 0.3461600093334589], [0.401226795128798, 0.32457853443476314]]"
"[[0.01873224056958933, 0.05977639410338298], [0.9259204309656175, 0.9857318896781954]]"
"[[0.19991516879636007, 0.8407349185227219], [0.16794986223841557, 0.41787093740894266]]"
"[[0.617011099166731, 0.2861719914688641], [0.14963685019305673, 0.5149216208013896]]"
"[[0.8073558114774597, 0.5377621845851478], [0.8172774062251581, 0.9762671387660959]]"
"[[0.4269365309699181, 0.8983406205620642], [0.9688994651824426, 0.7308148473232247]]"
"[[0.6864572998971552, 0.5958068879890505], [0.7708484880909328, 0.24096658487788525]]"
"[[0.06432936170120795, 0.11170727286629711], [0.6317739022589381, 0.27456720849782557]]"
"[[0.28270549986469107, 0.3244428709740581], [0.35437588866501624, 0.23659157087349902]]"
"[[0.5593976526233726, 0.654552002231211], [0.8948260901263211, 0.28916109472167084]]"
"[[0.5583410466554793, 0.26770360089943956], [0.6313051970695233, 0.7510068096611988]]"
"[[0.5428600232599927, 0.30628992339581274], [0.49402932261126165, 0.11452672862164948]]"
"[[0.9362608335153914, 0.29724054736626493], [0.16227000253955326, 0.5417080685214558]]"
"[[0.806759082632778, 0.0034126608623894494], [0.42093705305404683, 0.2910187498978243]]"
"[[0.6246235456442853, 0.00890864183980522], [0.09664512512109547, 0.5911228527254865]]"
"[[0.3106809658675197, 0.3788687631253739], [0.7787536094269877, 0.4131104731199775]]"
"[[0.03231748901130671, 0.04743543072414802], [0.45394194632898843, 0.7288039422690853]]"
"[[0.6535672280939915, 0.7059133281213674], [0.30951351952559314, 0.080362055308281]]"
"[[0.41512125914649234, 0.6745521409769751], [0.3368863141683537, 0.27036514393637057]]"
"[[0.31098388391960563, 0.2863242001893318], [0.6324768009171311, 0.27577289958715023]]"
"[[0.3226042788513389, 0.8214386144333082], [0.1846345464080147, 0.40282350493690444]]"
"[[0.5616506581946334, 0.9311832888996328], [0.8366602556149467, 0.46543907123606865]]"
"[[0.8208497005736426, 0.9598132274991583], [0.09480902123240742, 0.09352226838441036]]"
"[[0.9835494520925246, 0.9007225060423049], [0.36714399267844444, 0.36414383010167195]]"
"[[0.6955322529357687, 0.030096440704110772], [0.702238096035266, 0.32671121012916093]]"
"[[0.338345669508618, 0.5914858514739562], [0.2833163019629237, 0.8985268981744183]]"
"[[0.8325891852330202, 0.17194807721622818], [0.6178023978742785, 0.7838422361775436]]"
"[[0.13612126037419758, 0.04500539641703938], [0.6004569415934647, 0.22265026922737396]]"
"[[0.8354061497614346, 0.6681851294381769], [0.2737332468880973, 0.3885635314584971]]"
"[[0.5161741969514883, 0.12977952230379564], [0.6514471993394148, 0.34295607305457765]]"
"[[0.9358446447919376, 0.09015104039319533], [0.11240145153378378, 0.8692942468247732]]"
"[[0.15695526785818625, 0.3850802226367095], [0.7803734954747894, 0.27338550984722443]]"
"[[0.3426115747694677, 0.19886270261449446], [0.2552054229519106, 0.9996459412637924]]"
"[[0.8677206241129429, 0.881201851719003], [0.07562802855236384, 0.9286622804004084]]"
"[[0.8990052980482276, 0.6897941685569909], [0.1824829257351308, 0.2537748046601438]]"
"[[0.20161829661439412, 0.15008785294687677], [0.42361405351605197, 0.9544730549078291]]"
"[[0.3263312047845668, 0.5966267237909592], [0.5301483545777246, 0.21051469929890054]]"
"[[0.4524873102443199, 0.07177994505815455], [0.4379787616713329, 0.7436686637210645]]"
"[[0.03848179250413408, 0.32259633219379946], [0.8603781083548152, 0.7568320170656248]]"
"[[0.256111595957202, 0.21716930933339673], [0.3881489529039479, 0.030640487524405624]]"
"[[0.2142339039117842, 0.5529169095508687], [0.1180982093535825, 0.6447335288401856]]"
"[[0.7752783478651388, 0.9885827512717977], [0.3138398403545194, 0.4008720971863763]]"
"[[0.7983444539838349, 0.49313936409534553], [0.5943062677980082, 0.2552074837231232]]"
"[[0.5821783388274853, 0.9388988531069565], [0.4797267381521463, 0.043881673691540724]]"
"[[0.37208795860128285, 0.43703625018447156], [0.8518446236707121, 0.40311386138152405]]"
"[[0.02376795180666391, 0.4227169425155085], [0.9911403093841045, 0.7858402353396635]]"
"[[0.2415212286237154, 0.9039207944972434], [0.2823934754647256, 0.8863820394187149]]"
"[[0.574460829653028, 0.05339874830361668], [0.6368053864879326, 0.1579976300007]]"
"[[0.2610834234243805, 0.2792971065583476], [0.75495864819533, 0.28129233914539975]]"
"[[0.2842754747913776, 0.7319433713148037], [0.35994744039993243, 0.058613425718319734]]"
"[[0.5710917206508607, 0.824051825922728], [0.9051419007182847, 0.49397351253537225]]"
"[[0.09457181891116295, 0.43349736241566306], [0.8365022266909095, 0.7200324584415335]]"
"[[0.37164404649338256, 0.16998795057863825], [0.13864589973421004, 0.4797596897336852]]"
"[[0.4101709783037587, 0.7794357326157761], [0.8466376739855073, 0.0981302666566024]]"
"[[0.735950867355383, 0.22600524901982055], [0.655056300679832, 0.7720319846421857]]"
"[[0.4364809670103962, 0.47269172470218823], [0.6185030162606153, 0.9899894601185273]]"
"[[0.7237467497515104, 0.7225184127590923], [0.7094521224903977, 0.16738491534642197]]"
"[[0.6591236047505316, 0.8001331242350914], [0.21426921444121694, 0.6350836219285818]]"
"[[0.02690517564980377, 0.6000826530108163], [0.7134615160620884, 0.817383623627755]]"
"[[0.8659265464632957, 0.2675372840528252], [0.40065882079839676, 0.759580961786904]]"
"[[0.18421508386543228, 0.985223510045692], [0.09834186012682233, 0.5125469890710536]]"
"[[0.7385403548395036, 0.36647680840670804], [0.1306411146671288, 0.8120448722968096]]"
"[[0.8082703405762561, 0.9999142002390501], [0.023888527503758028, 0.5962729162196749]]"
"[[0.8050776317252683, 0.24971367695120406], [0.3349455665449428, 0.37078553887840426]]"
"[[0.695786566691463, 0.8296911580294096], [0.3566542962327012, 0.7978134492771329]]"
"[[0.037056912742547965, 0.931917062686946], [0.7546986189890096, 0.7325870073651144]]"
"[[0.9633077061155799, 0.4643195831979331], [0.06776353030192961, 0.8168732375152451]]"
"[[0.26421998143745384, 0.0993876600551411], [0.6557761109673655, 0.7587260365767045]]"
"[[0.4185362784868806, 0.4279984145392539], [0.01677781579410975, 0.7543676262737739]]"
"[[0.3718965734637435, 0.03590255635241324], [0.39324070273378553, 0.1462272766024102]]"
"[[0.9055449212202674, 0.9143726069837601], [0.935444419144244, 0.8761343453254303]]"
"[[0.018819964847251014, 0.30015875230309896], [0.10389899094576305, 0.6269027018225289]]"
"[[0.3509787179354906, 0.8458989466157054], [0.3976844972916802, 0.5572304471000711]]"
"[[0.4957570413645014, 0.6667696903336722], [0.9354009570905245, 0.4346244130487006]]"
"[[0.8819772625777486, 0.8061645888173343], [0.6802510657497411, 0.4114677333614767]]"
"[[0.33317585031899577, 0.5649933106785108], [0.9941936920186418, 0.07565864498690378]]"
"[[0.0955370791149589, 0.15148411300158582], [0.4298476906127172, 0.0019438410380853144]]"
"[[0.11763800923431023, 0.8269707324819262], [0.44254344924982814, 0.7418337532811698]]"
"[[0.4802262030049408, 0.4746721839351369], [0.09885399156291175, 0.3814487306155163]]"
"[[0.847575843429247, 0.8525524430644279], [0.8292652989934258, 0.7671643727606439]]"
"[[0.5971133795381949, 0.32772829565614536], [0.6001642625221076, 0.7331172621790182]]"
"[[0.9306356000682272, 0.030766588864792], [0.43262515729674744, 0.703233039451471]]"
"[[0.1381048577295232, 0.05355996165193233], [0.2945802170413311, 0.3100639847248944]]"
"[[0.9202936544847521, 0.33676276541980255], [0.22615510360413638, 0.7734364645089493]]"
"[[0.2541821093662463, 0.32099945429339305], [0.6733062314554815, 0.08099188859797013]]"
"[[0.05684121553954302, 0.495865078471321], [0.1304359369930076, 0.4875735101226444]]"
"[[0.9564261800579158, 0.12384362683763206], [0.8153008814904834, 0.5998044895427461]]"
"[[0.1398334209301072, 0.1468099519843622], [0.6139996447602237, 0.623702856844001]]"
"[[0.9574699295889341, 0.6320295276336426], [0.8701007659875734, 0.1399472096505977]]"
"[[0.19001109146351058, 0.5008694025253566], [0.36731214725962213, 0.18026682874763134]]"
"[[0.3771535751279136, 0.9979651734827717], [0.5022961522000419, 0.5211904189354036]]"
"[[0.21737732094623186, 0.3240540384453642], [0.9326807505791674, 0.5498732910908649]]"
"[[0.8888483219490178, 0.11485251750854941], [0.4585036257536249, 0.7718055165873636]]"
"[[0.036895880118315016, 0.5494108135920468], [0.0832981872490064, 0.40836474391831856]]"
"[[0.10373314019320645, 0.5346491752550494], [0.47494014680982355, 0.24213495106760552]]"
"[[0.06406409756555054, 0.7442210739906031], [0.7773158512828743, 0.8115699016619544]]"
"[[0.6851937117392276, 0.10576755156947992], [0.6099832365769414, 0.8001291726511639]]"
"[[0.7773212519384362, 0.3368192873750925], [0.4949055029190137, 0.6388144409684314]]"
"[[0.14568098222259118, 0.6445871897738049], [0.30181015000191624, 0.04708970954210334]]"
